,significance,output,reg_mean_errors,reg_median_size,reg_q1_size,reg_q3_size,reg_median_size_rel,reg_q1_size_rel,reg_q3_size_rel
0,0.05,0,0.032258064516129004,0.5474907799372232,0.42261472593026583,0.7469049366283727,138.55504853731017,105.71755994295555,204.15116546897502
1,0.1,0,0.16129032258064513,0.3517136269584408,0.27149198399290786,0.4798193026827793,89.0091677161173,67.91403216871834,131.14877818238165
2,0.2,0,0.25806451612903225,0.2509652602981187,0.19372310655362748,0.34237506586025557,63.51249207479193,48.460057998068905,93.58121133649114
3,0.3,0,0.3763440860215054,0.2130559969321265,0.16446048965718563,0.29065800140987086,53.918686995022334,41.139980712480444,79.44541109685048
4,0.4,0,0.4193548387096774,0.19943772073644983,0.15394837827014374,0.2720795009279343,50.47227111290863,38.51036395400052,74.36735853613966
5,0.5,0,0.5053763440860215,0.181230501153667,0.13989400622243134,0.24724061288270252,45.86451827858472,34.99464661560422,67.57815726739705
6,0.6,0,0.6236559139784946,0.16967534724381528,0.13097444377198433,0.23147669170806928,42.94022262009132,32.76340780596638,63.269412308915584
7,0.7,0,0.7849462365591398,0.14945514604989907,0.1153662269782667,0.20389162791377735,37.823038805272574,28.85899441653621,55.729600149469725
8,0.8,0,0.8172043010752688,0.12036050244181803,0.09290772121881297,0.16419975777340604,30.459974613112784,23.240973360530642,44.88064046073256
9,0.9,0,0.9032258064516129,0.09604312744044752,0.07413684662485898,0.13102519465756757,24.30590737201477,18.545417483484645,35.81305315223917
10,0.05,0,0.07526881720430112,0.4266879774874463,0.3550929796239849,0.6382552598130958,116.18098496286915,86.06388189351895,192.23621319323877
11,0.1,0,0.12903225806451613,0.3049425246708929,0.25377548797384086,0.45614402228525047,83.03145329275353,61.50756246315696,137.3860977511206
12,0.2,0,0.20430107526881724,0.23379926510808455,0.19456952635505254,0.34972536975233093,63.660169343888775,47.15781414217541,105.33384520556974
13,0.3,0,0.26881720430107525,0.18203110442592021,0.15148766936313895,0.2722886886421559,49.56444550093871,36.71606489714169,82.01067769539263
14,0.4,0,0.3655913978494624,0.15721531770801384,0.13083578294425358,0.23516834020306793,42.807464532100255,31.710667393886542,70.8303934648585
15,0.5,0,0.5161290322580645,0.14289279342072364,0.1189164693163921,0.2137441920140492,38.90764764799097,28.821783470001765,64.37765052944768
16,0.6,0,0.5483870967741935,0.13457762049862604,0.11199651917769105,0.20130605657598102,36.64354593620955,27.144595224610775,60.631406344168205
17,0.7,0,0.6344086021505376,0.1199371063880727,0.09981257200074878,0.17940624774505737,32.65714500749598,24.191572070101742,54.03539909693389
18,0.8,0,0.7741935483870968,0.09468577100680559,0.07879821867207432,0.14163438991277894,25.781570416670586,19.09832346557328,42.65888663845935
19,0.9,0,0.8817204301075269,0.07738084506840093,0.06439692771041072,0.11574905781155324,21.069688558474777,15.607882720303468,34.86247894125339
20,0.05,0,0.021505376344086002,0.4950143113449018,0.332850982857115,0.701497757633419,119.87078118739059,73.86450228919989,190.2324528592401
21,0.1,0,0.032258064516129004,0.3723596303527218,0.25037714283953294,0.5276805937508446,90.16919056695566,55.56235070026227,143.0966422673868
22,0.2,0,0.20430107526881724,0.25585359917606554,0.1720376966918592,0.36257684271151547,61.95653357882732,38.17768159206406,98.32373858422805
23,0.3,0,0.30107526881720426,0.2218636716620721,0.14918263872487436,0.31440882536994075,53.725662126776854,33.10580988830273,85.26151566399098
24,0.4,0,0.3870967741935484,0.19437760170637972,0.13070081872501335,0.2754575950758349,47.069740061799465,29.00442366444308,74.69870487792284
25,0.5,0,0.4946236559139785,0.17712867491362794,0.11910252327250559,0.25101368872932206,42.89280561383635,26.430592234988247,68.0699962168345
26,0.6,0,0.6344086021505376,0.16402855543106343,0.11029391401539027,0.23244916598495646,39.72053055019876,24.475832981907832,63.03566123943419
27,0.7,0,0.7096774193548387,0.14366836341863198,0.09660358271146241,0.20359620413239476,34.790183960774705,21.43774819315724,55.211303077572246
28,0.8,0,0.8172043010752688,0.12308458613169992,0.08276291115137571,0.17442639372594818,29.805694812434414,18.36630070227526,47.30102179345575
29,0.9,0,0.9032258064516129,0.08766031399277355,0.058943390122974254,0.12422572901438078,21.227487926352733,13.08040053629834,33.68758471638929
30,0.05,0,0.07526881720430112,0.610175576206026,0.42534207964583803,0.7887614951267023,160.97726458107456,105.60524583664032,229.2141791770449
31,0.1,0,0.12903225806451613,0.3805721896022337,0.26528981639561333,0.4919578904497884,100.40301914200515,65.86697535720778,142.96301828349905
32,0.2,0,0.27956989247311825,0.26202257587523015,0.18265107894010316,0.33871122798680003,69.12711548559203,45.34917426899813,98.42952093975124
33,0.3,0,0.34408602150537637,0.21946755749986913,0.1529867647312511,0.2837012255747065,57.900198644938364,37.984026674832,82.44360805313167
34,0.4,0,0.3655913978494624,0.207362774077419,0.1445487446672868,0.26805361947115947,54.70669992149154,35.88900897996524,77.89641195992722
35,0.5,0,0.5053763440860215,0.18749465066794901,0.1306990442545146,0.24237050245219188,49.46506737581953,32.450362566065955,70.43289526624659
36,0.6,0,0.6021505376344086,0.1746989516735854,0.12177939975706403,0.22582976391142523,46.089290463667325,30.235765668639246,65.62615478635678
37,0.7,0,0.6881720430107527,0.15515310837593477,0.10815435483417907,0.20056325180547113,40.932682250093535,26.852897413952043,58.28370352724347
38,0.8,0,0.7741935483870968,0.13252866118285012,0.09238327222254922,0.17131709137179435,34.96387300268437,22.937204290671314,49.7847660165977
39,0.9,0,0.8279569892473118,0.09342327275863865,0.06512363108591973,0.12076635508572459,24.647041742325218,16.169096357288936,35.0947163676281
40,0.05,0,0.043010752688172005,0.5004799471675868,0.39869287122129377,0.653401893141867,133.53069717316754,98.70484557675289,184.84065820247125
41,0.1,0,0.13978494623655913,0.328474997234784,0.2616701038934735,0.42884072830016784,87.6388667177266,64.78196391558338,121.31462016719257
42,0.2,0,0.21505376344086025,0.2529640084413818,0.20151645917467814,0.3302573119018639,67.49213549526281,49.88965797928793,93.42638818290848
43,0.3,0,0.31182795698924726,0.20488834056811545,0.16321836917377025,0.26749209507304017,54.66529301233454,40.40815647201368,75.67075552767578
44,0.4,0,0.4516129032258065,0.18069415997629634,0.14394477513351028,0.2359053681898204,48.21015765627734,35.636570971562215,66.73519618994307
45,0.5,0,0.5268817204301075,0.16576803595118672,0.13205431023585593,0.21641855807790356,44.227788815236316,32.69283511302126,61.222578541969376
46,0.6,0,0.5913978494623655,0.1557843301455395,0.12410107983050395,0.2033843250164199,41.564083297873275,30.723844855954745,57.535328407654355
47,0.7,0,0.6451612903225806,0.14574351520808915,0.11610235508744599,0.1902755330938929,38.88514076206866,28.743591514188132,53.826986340342586
48,0.8,0,0.7849462365591398,0.11930062156679189,0.09503738885071097,0.1557529975494525,31.830036869932066,23.528513970646177,44.06091700410469
49,0.9,0,0.9139784946236559,0.0742249551262254,0.05912916320229153,0.09690443437807889,19.80361063763685,14.638673887212198,27.41326528310692
50,0.05,0,0.032258064516129004,0.3639158430365581,0.2649762345533335,0.4692339867645855,93.51097120432078,67.53355743712991,129.90203467775459
51,0.1,0,0.06451612903225812,0.3182476152475056,0.2317240547710661,0.4103492610677776,81.77616928390687,59.05869176843716,113.60047533803343
52,0.2,0,0.15053763440860213,0.26043060259176853,0.189626040629097,0.33579986216033675,66.91964377389394,48.32931952553308,92.96233130918104
53,0.3,0,0.17204301075268813,0.2422112138148273,0.1763600476080342,0.3123077372754103,62.238031879602985,44.94826271808498,86.45880661247813
54,0.4,0,0.29032258064516125,0.21198663380963728,0.15435277434973124,0.27333608917187957,54.471593884090694,39.33934667650288,75.6699538733564
55,0.5,0,0.3548387096774194,0.19730342184324132,0.14366156017906048,0.25440351939967176,50.69862978360041,36.61451466473872,70.42868959059207
56,0.6,0,0.4731182795698925,0.1773802830135432,0.12915502409773255,0.2287145749890147,45.57922622628831,32.917285027093705,63.3170006639707
57,0.7,0,0.5913978494623655,0.156034818183382,0.11361285685298708,0.20119167992067988,40.094345077886295,28.956107730987057,55.69760358182214
58,0.8,0,0.7096774193548387,0.12748943196760015,0.09282824662493311,0.16438518843627203,32.75938882490435,23.658807499474726,45.508149560937724
59,0.9,0,0.8387096774193549,0.0881073049308943,0.06415313414889007,0.11360577657415522,22.639848778047007,16.350482816389846,31.450453173446373
60,0.05,0,0.06451612903225812,0.583491578382704,0.39482234867441657,0.8162462760817695,146.41627961500788,100.50972087636829,220.57493070730786
61,0.1,0,0.11827956989247312,0.48397604282726714,0.32748468874366843,0.6770340092405656,121.44472043619588,83.36760765296387,182.955480534123
62,0.2,0,0.21505376344086025,0.28228712968191494,0.19101092744216547,0.3948914207593723,70.83466641589904,48.62555289994477,106.7118470531106
63,0.3,0,0.33333333333333337,0.2364865154924209,0.16001972425265448,0.3308209488631826,59.341860380385505,40.736138350189314,89.39802852431306
64,0.4,0,0.5161290322580645,0.20885157752476818,0.14132041218357067,0.29216243854094376,52.4073904505361,35.97586415863493,78.95130614965394
65,0.5,0,0.6129032258064516,0.18475885937961495,0.12501795998642667,0.2584591389643205,46.3617742200433,31.82575734366714,69.84363462139015
66,0.6,0,0.6559139784946236,0.1732184462644168,0.11720908462365826,0.24231525689521655,43.46592376367339,29.83785598573912,65.48105953457548
67,0.7,0,0.6989247311827957,0.1569335912020992,0.10618986007658243,0.21953437574181328,39.37954448995181,27.03269769817236,59.324962497313216
68,0.8,0,0.8064516129032258,0.1358976711017968,0.09195580479929899,0.1901072304633537,34.100974458312535,23.409141616147412,51.37283980969944
69,0.9,0,0.8817204301075269,0.09887663190237386,0.06690534273847915,0.13831850462267598,24.811238277226366,17.032058459607732,37.377928042919265
70,0.05,0,0.010752688172043001,0.703296282292543,0.5363201051779185,0.9293786999787617,191.03947431043414,135.2125936415874,248.15707319268427
71,0.1,0,0.06451612903225812,0.4286295101522351,0.32686455161949013,0.5664172368710407,116.43052630180254,82.40639007800044,151.24130100142918
72,0.2,0,0.13978494623655913,0.30919560703153504,0.23578657339571363,0.408589976283398,83.98816787976403,59.44456272829947,109.09922150429463
73,0.3,0,0.26881720430107525,0.25518743064969696,0.1946009855192141,0.3372202704883407,69.31768847552371,49.06119260349755,90.04251479783677
74,0.4,0,0.4193548387096774,0.21965359638883158,0.16750357265355797,0.29026368970993266,59.665476188403844,42.22961676069597,77.50445291480473
75,0.5,0,0.5591397849462365,0.19643460308454413,0.1497972186678832,0.25958069257874894,53.358398522061954,37.76563709029945,69.31166480267338
76,0.6,0,0.7311827956989247,0.17150257548902387,0.13078453795422892,0.22663398721720848,46.58600178790687,32.97231711860126,60.514435025351766
77,0.7,0,0.8172043010752688,0.15047346691862923,0.11474814759608884,0.19884483764121785,40.87377218047925,28.92935488011919,53.094344565511086
78,0.8,0,0.8602150537634409,0.13092740165066763,0.09984269729830497,0.17301547214361668,35.56438817313484,25.171515905407375,46.19754378402632
79,0.9,0,0.935483870967742,0.09786944039320111,0.07463333716806453,0.12933066130221255,26.58470820125327,18.81594031846593,34.53309009940173
80,0.05,0,0.010752688172043001,0.7448809217182835,0.5434380697137033,0.9666330487183545,196.3699114590492,129.70064266387104,286.01418683192423
81,0.1,0,0.043010752688172005,0.41869157067364515,0.30546216494230216,0.5433366564139348,110.37794668196541,72.90368730219075,160.76627233700893
82,0.2,0,0.17204301075268813,0.25694200979249915,0.18745555935020242,0.3334340174757202,67.73657136589374,44.739424551992514,98.6588028382284
83,0.3,0,0.29032258064516125,0.22343764071616667,0.16301198840222242,0.28995534930023315,58.903951550858366,38.905554903104736,85.7940286209232
84,0.4,0,0.3763440860215054,0.20164633125058987,0.1471138403798654,0.2616767355109513,53.159197744490314,35.111194274760514,77.42675342957797
85,0.5,0,0.4408602150537635,0.1832157810880618,0.13366758029713788,0.23775938392666826,48.300427170519306,31.90201797418576,70.3499191814401
86,0.6,0,0.5483870967741935,0.16904027595266113,0.12332564654183578,0.2193638104240656,44.563396717511246,29.4337414046835,64.90690747846782
87,0.7,0,0.6774193548387097,0.15600107106728178,0.11381271618356312,0.20244281539825337,41.12592445290849,27.163320449937668,59.90020442904124
88,0.8,0,0.7849462365591398,0.13185683521493985,0.09619795851727467,0.17111080563609293,34.76087828467822,22.959262035536256,50.62946895624104
89,0.9,0,0.9139784946236559,0.09935049678945468,0.07248251448810536,0.12892728327870184,26.191365209023715,17.299172131892234,38.14791159509719
90,0.05,0,0.010752688172043001,0.4819081699242639,0.37019714003651194,0.6418286197393038,131.26838386614247,78.81694212319931,164.04473887191438
91,0.1,0,0.021505376344086002,0.3439452714231312,0.26421539155465157,0.45808295563460133,93.68826414628275,56.252863601721835,117.08125273266181
92,0.2,0,0.12903225806451613,0.25355736432042963,0.19478028588179122,0.33769996717858775,69.06723626813046,41.46975991648995,86.31260936193034
93,0.3,0,0.21505376344086025,0.22678271027874092,0.17421225867183976,0.3020401873282582,61.774009500093065,37.09071741487783,77.19833945580913
94,0.4,0,0.30107526881720426,0.2022205343188797,0.15534383547236744,0.26932709284681533,55.08344614443648,33.07352965615512,68.8372117702281
95,0.5,0,0.3978494623655914,0.18426560540987297,0.14155103479684086,0.2454138497055002,50.1926502471866,30.13696895648956,62.725234824901165
96,0.6,0,0.4946236559139785,0.1685762459163233,0.12949862237471987,0.22451800154023394,45.91897946684506,27.570946182176538,57.384472742383586
97,0.7,0,0.6666666666666667,0.14948852947542163,0.11483562540299344,0.19909605714953293,40.71962024185799,24.44911605793726,50.88688740428697
98,0.8,0,0.7741935483870968,0.12037414866456059,0.0924702429862386,0.16032011597107954,32.78906841721101,19.687407063289903,40.9761589800609
99,0.9,0,0.8817204301075269,0.0773379130843878,0.059410227979185715,0.10300237494681165,21.06630162290724,12.648753849637332,26.326338810195022
100,0.05,0,0.10752688172043012,0.3983467135390486,0.289383613947501,0.4969597778569984,101.0680334238948,73.10432306256604,134.45331329246525
101,0.1,0,0.12903225806451613,0.31235183353155105,0.22691163084398805,0.38967636114273974,79.24951927157558,57.32260006567618,105.4276023973693
102,0.2,0,0.25806451612903225,0.23393592678211061,0.16994548121891062,0.291848136949704,59.35393280142244,42.93176518385858,78.96000992340322
103,0.3,0,0.31182795698924726,0.21280152823414253,0.1545921510104557,0.265481794136862,53.99173945015091,39.05319446475501,71.8265510228085
104,0.4,0,0.4086021505376344,0.19766724045312412,0.143597671217507,0.24660092468808847,50.15188675070379,36.27576006988845,66.71829967462682
105,0.5,0,0.4516129032258065,0.18248046653655328,0.1325650622595066,0.2276545758531968,46.298717334130565,33.48869345444788,61.59233276714189
106,0.6,0,0.5161290322580645,0.169744297909326,0.12331272408292837,0.2117654940141528,43.06731244798787,31.15136028648422,57.29351464619259
107,0.7,0,0.6559139784946236,0.1522054390375327,0.11057141558877104,0.18988478780383977,38.61737495779789,27.93264060954469,51.37365235906369
108,0.8,0,0.7741935483870968,0.1263421797202836,0.09178274934575648,0.15761892701445956,32.05538092525429,23.186232517505147,42.644068834068726
109,0.9,0,0.8817204301075269,0.08551103811589922,0.06212049052076768,0.10667979692578256,21.695754388500692,15.69292865579851,28.862400534487904
110,0.05,0,0.10752688172043012,0.4454705844545015,0.31337453227398226,0.5830173475659691,113.95715168743916,76.30931584544331,154.9314009580751
111,0.1,0,0.18279569892473113,0.36098249562231777,0.2539398215558104,0.4724420970986989,92.34400305132677,61.83646739964098,125.54706353191341
112,0.2,0,0.29032258064516125,0.2790910010304962,0.19633173314217345,0.3652651843433897,71.39509689057789,47.80841674054977,97.06580253193508
113,0.3,0,0.3978494623655914,0.22896376605962288,0.16106880139905666,0.299660296852733,58.57190021140153,39.221598352675244,79.63191798105686
114,0.4,0,0.4838709677419355,0.20209442257778598,0.14216706413521354,0.26449457791575237,51.698373748030015,34.61886746568307,70.28695745226601
115,0.5,0,0.4838709677419355,0.19200272021925147,0.1350678692235527,0.25128688756128637,49.11678543089284,32.89015421374382,66.77713741246637
116,0.6,0,0.5913978494623655,0.175104500906757,0.12318050391120405,0.22917105018400435,44.79400182038888,29.995481479467216,60.90006071392858
117,0.7,0,0.6451612903225806,0.15978918627742036,0.11240666221192697,0.20912686674309727,40.876145752533446,27.371961044883374,55.57350665078554
118,0.8,0,0.8279569892473118,0.13042312701957418,0.09174856399894044,0.17069352776530616,33.36392702005169,22.34154159802569,45.36020669292795
119,0.9,0,0.9247311827956989,0.09103386782185008,0.06403946016928863,0.11914215216063688,23.287643777360127,15.594143395026808,31.660911333892994
120,0.05,0,0.07526881720430112,0.6586958932594095,0.49809220539372456,0.8441135435634248,160.78094942995088,129.074114921539,223.6215606095898
121,0.1,0,0.12903225806451613,0.350422153155202,0.26498198162464215,0.44906319967972164,85.53447358960926,68.66663316146547,118.96529121045884
122,0.2,0,0.24731182795698925,0.2642468319141136,0.19981798675731377,0.3386302115209746,64.49995658660637,51.7802316655747,89.70951472973968
123,0.3,0,0.30107526881720426,0.2335251111340768,0.17658685716714895,0.2992605709062728,57.00109787853959,45.76018666585852,79.27975614805331
124,0.4,0,0.4086021505376344,0.20253529339688503,0.15315299820518263,0.25954736617520324,49.43679943758275,39.687606986919256,68.75898096740653
125,0.5,0,0.4623655913978495,0.18559209733758586,0.14034090391712706,0.23783479530409204,45.30113808510018,36.36751943562967,63.00691239787838
126,0.6,0,0.6129032258064516,0.1705501634856046,0.1289665047711933,0.21855867681637264,41.629555446233454,33.419991876218866,57.900305909227356
127,0.7,0,0.6989247311827957,0.15400859625123497,0.11645811389043986,0.1973607900871814,37.5919275936579,30.178605111795015,52.28458685323891
128,0.8,0,0.8387096774193549,0.11250231230767205,0.08507192077961456,0.14417081763057066,27.460667010366198,22.045281496875187,38.1935623219702
129,0.9,0,0.9032258064516129,0.0808134582997877,0.06110946505352305,0.10356180348339283,19.72574094528408,15.835722843478942,27.43547037136227
130,0.05,0,0.043010752688172005,0.4850826419220507,0.3578569631832913,0.6293033858383434,126.58118806341182,86.79410435085155,184.25850192772876
131,0.1,0,0.06451612903225812,0.3745100931105439,0.2762849729501702,0.4858563247929426,97.72753842486374,67.00975316924873,142.25755108436124
132,0.2,0,0.18279569892473113,0.2673256582113812,0.1972124746609093,0.3468047035600156,69.75800923766674,47.8316251072681,101.54357433550139
133,0.3,0,0.19354838709677424,0.23473526415219997,0.17316976845160426,0.3045248041062142,61.253621648945646,42.000342314711496,89.16412253160841
134,0.4,0,0.22580645161290325,0.21063351460899485,0.15538933651373735,0.2732573224827345,54.96432611881216,37.687902363031704,80.00907990408449
135,0.5,0,0.3870967741935484,0.18683315752685897,0.13783124893850784,0.24238084082467404,48.753678250949854,33.42938948780418,70.96852111615722
136,0.6,0,0.4623655913978495,0.17282722523415767,0.1274987406942275,0.22421078102064618,45.09886276936286,30.92335805339343,65.6483717656698
137,0.7,0,0.6129032258064516,0.15376460993523283,0.11343579753432614,0.1994806271998156,40.12451760917999,27.512552391703952,58.40744283057728
138,0.8,0,0.7204301075268817,0.13437347457757604,0.09913049733996815,0.17432428046378057,35.064445903161165,24.042965809415154,51.041725645723226
139,0.9,0,0.8709677419354839,0.09335312182689876,0.0688688107830131,0.12110809698625959,24.36028018536301,16.70334062092377,35.460156459000274
140,0.05,0,0.032258064516129004,0.508282618862976,0.3567978981744305,0.6817682595851895,136.476258497015,81.31694648876005,179.70025751358145
141,0.1,0,0.07526881720430112,0.36625857059272293,0.2571016267842987,0.4912689495260423,98.34213782241275,58.59541027108616,129.488510937675
142,0.2,0,0.16129032258064513,0.2747081249316963,0.1928361859123326,0.3684707548087194,73.76041532420653,43.9488289901969,97.12140246252824
143,0.3,0,0.21505376344086025,0.2402091402279779,0.1686190185833099,0.32219667049805595,64.49727670884003,38.429552924168185,84.92449427573348
144,0.4,0,0.31182795698924726,0.2120834523456755,0.14887569872798176,0.28447119934177606,56.9453980740401,33.92990062128015,74.98082678125462
145,0.5,0,0.4838709677419355,0.18865846081023527,0.13243211511047454,0.25305085342154654,50.65567837590701,30.18228322793275,66.69906215867388
146,0.6,0,0.6129032258064516,0.17018874294468866,0.11946697274726836,0.22827710169973567,45.6964728153785,27.227428972450063,60.169204686729394
147,0.7,0,0.6881720430107527,0.15658274081246248,0.10991600093911408,0.21002713593393624,42.04319765861137,25.050690075127157,55.35888460857912
148,0.8,0,0.8064516129032258,0.13179825665352962,0.09251809763282642,0.1767832790663703,35.388447837820145,21.08557598837776,46.596479559859205
